,id,release,release_date,opening_revenue,genre_ids,budget,genres,origin_country,production_companies,production_countries,runtime,belongs_to_collection.id,belongs_to_collection.name,position_in_series,previous_film_release,previous_film_rating,cast_xp_median,cast_xp_sum,cast_rating_max,director_xp,director_rating_median,director_rating_max,writer_xp_median,writer_xp_sum,writer_rating_median,writer_rating_max,production_room,writers_room,sound_room,crew,based_on_novel
116,1696,The Devil's Rejects,2005-07-22,7067335.0,"[18, 27, 80]",7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",['US'],"[{'id': 995, 'logo_path': None, 'name': 'Cinerenta Medienbeteiligungs KG', 'origin_country': 'DE'}, {'id': 1838, 'logo_path': None, 'name': 'Firm Films', 'origin_country': ''}, {'id': 135628, 'logo_path': None, 'name': ""Devil's Rejects Inc."", 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",111,105625.0,Firefly Collection,2.0,833.0,6.198,36.0,190.0,8.413,4.0,6.198,6.4,4.0,4.0,6.198,6.4,9.0,1.0,9.0,52.0,0.0
117,6519,The Dukes of Hazzard,2005-08-05,30675314.0,"[35, 12, 28]",50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",['US'],"[{'id': 12202, 'logo_path': None, 'name': 'WV Films III', 'origin_country': ''}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 975, 'logo_path': '/fknQoaiVO632mD4QMdJFmP3Gbda.png', 'name': 'Gerber Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",104,332357.0,The Dukes of Hazzard (Reboot) Collection,1.0,0.0,0.0,29.0,252.0,10.0,9.0,5.6,6.6,7.5,15.0,5.8,6.6,27.0,4.0,24.0,167.0,0.0
118,8643,The Exorcism of Emily Rose,2005-09-09,30054300.0,"[80, 18, 27, 53]",19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 1838, 'logo_path': None, 'name': 'Firm Films', 'origin_country': ''}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",122,,,1.0,0.0,0.0,36.0,237.0,10.0,13.0,0.0,6.2,2.0,17.0,0.0,6.4,30.0,3.0,22.0,148.0,0.0
119,9043,The Family Stone,2005-12-15,12521027.0,"[35, 18, 10749]",19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 711, 'logo_path': '/tEiIH5QesdheJmDAqQwvtN60727.png', 'name': 'Fox 2000 Pictures', 'origin_country': 'US'}, {'id': 112206, 'logo_path': None, 'name': 'The Family Stone', 'origin_country': ''}, {'id': 445, 'logo_path': None, 'name': 'Major Studio Partners', 'origin_country': 'US'}, {'id': 1187, 'logo_path': None, 'name': 'Michael London Productions', 'origin_country': 'US'}, {'id': 40206, 'logo_path': None, 'name': 'Pan Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",103,,,1.0,0.0,0.0,37.0,183.0,10.0,2.0,6.3,6.3,2.0,2.0,6.3,6.3,38.0,1.0,42.0,256.0,0.0
120,791,The Fog,2005-10-14,11752917.0,"[27, 53, 18, 9648]",18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","['CA', 'US']","[{'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 498, 'logo_path': None, 'name': 'Debra Hill Productions', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",100,,,1.0,0.0,0.0,6.0,154.0,10.0,6.0,5.45,6.3,50.0,138.0,5.9,8.1,10.0,3.0,1.0,57.0,0.0
121,25517,The Gospel,2005-10-07,7523571.0,"[18, 10402]",4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",['US'],"[{'id': 140151, 'logo_path': None, 'name': 'Willpower Productions', 'origin_country': ''}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 1309, 'logo_path': '/gdsheJrD3lznh3O2qEPBDn54Anq.png', 'name': 'Rainforest Entertainment', 'origin_country': 'US'}]",[],105,,,1.0,0.0,0.0,6.0,70.0,10.0,6.0,4.5,6.0,6.0,6.0,4.5,6.0,0.0,1.0,0.0,3.0,0.0
122,15487,The Greatest Game Ever Played,2005-09-30,3657322.0,[18],26000000,"[{'id': 18, 'name': 'Drama'}]","['CA', 'US']","[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",120,,,1.0,0.0,0.0,29.0,139.0,8.1,9.0,5.6,7.0,34.0,34.0,5.2,8.442,6.0,2.0,1.0,15.0,1.0
123,7453,The Hitchhiker's Guide to the Galaxy,2005-04-28,21103203.0,"[12, 35, 878]",50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","['US', 'GB']","[{'id': 158, 'logo_path': '/6SHlNIype9zmyEMRsBtoueUtLsq.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}, {'id': 2242, 'logo_path': None, 'name': 'Everyman Pictures', 'origin_country': 'US'}, {'id': 2243, 'logo_path': None, 'name': 'Hammer & Tongs', 'origin_country': 'GB'}, {'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",109,,,1.0,0.0,0.0,18.0,122.0,8.506,2.0,1.5,3.0,18.0,36.0,6.0,8.8,29.0,3.0,18.0,156.0,1.0
124,21295,The Honeymooners,2005-06-10,5538835.0,[35],25000000,"[{'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",90,,,1.0,0.0,0.0,17.0,141.0,8.7,9.0,6.5,7.1,8.0,26.0,5.7,7.3,5.0,4.0,1.0,15.0,0.0
125,9005,The Ice Harvest,2005-11-23,3744000.0,"[80, 35]",0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 143164, 'logo_path': None, 'name': 'Nordisk Film', 'origin_country': 'DK'}, {'id': 715, 'logo_path': None, 'name': 'Bona Fide Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",88,,,1.0,0.0,0.0,52.0,255.0,10.0,35.0,6.06,7.608,4.0,33.0,6.1,7.6,10.0,3.0,10.0,37.0,1.0
126,179,The Interpreter,2005-04-08,22822455.0,"[80, 53]",80000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","['GB', 'US']","[{'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 11581, 'logo_path': '/yIORcWTFHtbXvWjqXAqFuMxx0K0.png', 'name': 'Misher Films', 'origin_country': 'US'}, {'id': 20194, 'logo_path': None, 'name': 'Motion Picture JOTA Produktions', 'origin_country': 'DE'}, {'id': 830, 'logo_path': '/mYga54mrt5n4GUUcJxE6DmR2FKv.png', 'name': 'Senator International', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",128,,,1.0,0.0,0.0,47.0,211.0,10.0,60.0,6.25,7.6,6.0,37.0,6.47,10.0,35.0,5.0,26.0,167.0,0.0
127,1635,The Island,2005-07-21,12409070.0,"[28, 53, 878, 12]",126000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",['US'],"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 135159, 'logo_path': None, 'name': 'Parkes-MacDonald Productions', 'origin_country': ''}, {'id': 7296, 'logo_path': None, 'name': 'K/O Paper Products', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",136,,,1.0,0.0,0.0,42.0,235.0,10.0,13.0,6.8,7.9,2.0,2.0,6.4,6.4,70.0,4.0,70.0,573.0,0.0
128,9667,The Jacket,2005-03-04,2723682.0,"[18, 14, 9648, 878, 53]",29000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 129, 'logo_path': '/nmnWiA0Xf0uve4Hw3HKWdVE5tH1.png', 'name': 'Section Eight', 'origin_country': 'US'}, {'id': 551, 'logo_path': '/jSlzEZZ4Z1g7B2UExjZEIKsUvD9.png', 'name': 'Mandalay Pictures', 'origin_country': 'US'}, {'id': 827, 'logo_path': None, 'name': 'VIP Medienfonds 3', 'origin_country': 'DE'}, {'id': 846, 'logo_path': '/1ITLcfP6CoW7fPhJUfWsJhFwbOU.png', 'name': '2929 Productions', 'origin_country': 'US'}, {'id': 1208, 'logo_path': None, 'name': 'Rising Star Productions', 'origin_country': 'US'}, {'id': 3801, 'logo_path': None, 'name': 'VIP 2 Medienfonds', 'origin_country': ''}, {'id': 211249, 'logo_path': None, 'name': 'MP Pictures', 'origin_country': ''}, {'id': 11509, 'logo_path': '/k0jYhHnt0DultQDNH2wH1XHt9PO.png', 'name': 'Warner Independent Pictures', 'origin_country': 'US'}, {'id': 104502, 'logo_path': None, 'name': '2929 Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",103,,,1.0,0.0,0.0,31.0,243.0,10.0,17.0,1.0,7.6,7.0,14.0,5.861,7.167,26.0,3.0,14.0,78.0,0.0
129,1656,The Legend of Zorro,2005-10-24,16328506.0,"[28, 12, 37]",75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]","['US', 'MX']","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 158, 'logo_path': '/6SHlNIype9zmyEMRsBtoueUtLsq.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",129,1657.0,Zorro Collection,2.0,2657.0,6.574,26.0,159.0,10.0,15.0,6.0,6.9,15.0,64.0,6.162,7.8,7.0,7.0,10.0,71.0,0.0
130,9291,The Longest Yard,2005-05-27,47606480.0,"[18, 35]",82000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 60378, 'logo_path': None, 'name': 'Callahan Filmworks', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 878, 'logo_path': '/e2AZdsQdkhN0qJhoN4TMYiVPLyb.png', 'name': 'Happy Madison Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",113,,,1.0,0.0,0.0,54.0,291.0,10.0,9.0,6.0,6.864,32.0,32.0,5.4,9.3,36.0,2.0,23.0,163.0,0.0
131,9074,The Man,2005-09-08,4025000.0,"[28, 35, 80]",33000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11343, 'logo_path': None, 'name': 'Fried Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}, {'iso_3166_1': 'FR', 'name': 'France'}]",83,,,1.0,0.0,0.0,56.0,241.0,10.0,21.0,6.2,8.286,4.0,23.0,4.7,6.5,6.0,3.0,1.0,21.0,0.0
132,9515,The Matador,2005-05-12,69100.0,"[28, 35, 80, 18, 53]",10000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 11027, 'logo_path': None, 'name': 'Stratus Film Co.', 'origin_country': 'US'}, {'id': 25433, 'logo_path': None, 'name': 'DEJ Productions', 'origin_country': 'US'}, {'id': 26948, 'logo_path': None, 'name': 'Equity Pictures Medienfonds GmbH & Co. KG II', 'origin_country': 'DE'}, {'id': 3135, 'logo_path': None, 'name': 'Furst Films', 'origin_country': 'US'}, {'id': 597, 'logo_path': None, 'name': 'Irish Dreamtime', 'origin_country': 'US'}, {'id': 12260, 'logo_path': None, 'name': 'Bob Yari Productions', 'origin_country': 'US'}, {'id': 2520, 'logo_path': None, 'name': 'Arclight Films', 'origin_country': 'US'}, {'id': 235280, 'logo_path': None, 'name': 'Jade Films', 'origin_country': 'MX'}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",97,,,1.0,0.0,0.0,20.0,134.0,9.0,18.0,5.9,7.2,18.0,18.0,5.9,7.2,49.0,1.0,31.0,252.0,0.0
133,10022,The Pacifier,2005-03-04,30552694.0,"[35, 10751, 28]",56000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 158, 'logo_path': '/6SHlNIype9zmyEMRsBtoueUtLsq.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",95,,,1.0,0.0,0.0,9.5,37.0,8.2,39.0,5.9,7.761,2.0,4.0,5.591,7.0,21.0,2.0,28.0,173.0,0.0
134,15648,The Perfect Man,2005-06-17,5300980.0,"[35, 18, 10751, 10749]",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",100,,,1.0,0.0,0.0,15.0,86.0,10.0,16.0,5.3,6.56,5.0,5.0,6.259,7.0,7.0,1.0,1.0,16.0,0.0
135,9899,The Producers,2005-12-25,154590.0,[35],45000000,"[{'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 5612, 'logo_path': None, 'name': 'Brooksfilms', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",135,,,1.0,0.0,0.0,40.0,164.0,10.0,8.0,6.25,9.25,32.5,65.0,6.5,8.035,11.0,2.0,29.0,102.0,0.0
136,10320,The Ring Two,2005-03-10,35065237.0,"[18, 27, 53]",50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 6363, 'logo_path': None, 'name': 'BenderSpink', 'origin_country': 'US'}, {'id': 49325, 'logo_path': '/R05WCoCJcPWGSDaKaYgx3AeVuR.png', 'name': 'Parkes+MacDonald Image Nation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",110,14563.0,The Ring Collection,2.0,874.0,6.7,29.0,121.0,10.0,21.0,5.8,8.0,9.0,18.0,5.8945,7.1,30.0,2.0,21.0,161.0,1.0
137,9927,The Ringer,2005-12-23,5158795.0,[35],0,"[{'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",94,,,1.0,0.0,0.0,22.0,180.0,8.0,12.0,5.7485,7.3,0.0,0.0,0.0,0.0,11.0,1.0,1.0,22.0,0.0
138,9779,The Sisterhood of the Traveling Pants,2005-06-01,9833340.0,"[18, 35, 10749]",25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 10067, 'logo_path': '/p1kZoVNfkVvk7xyJZEposRxcfh8.png', 'name': 'Alloy Entertainment', 'origin_country': 'US'}, {'id': 1088, 'logo_path': '/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png', 'name': 'Alcon Entertainment', 'origin_country': 'US'}, {'id': 813, 'logo_path': None, 'name': 'Di Novi Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",119,17368.0,The Sisterhood of the Traveling Pants Collection,1.0,0.0,0.0,6.0,48.0,10.0,11.0,5.4,6.7,8.5,17.0,6.1,7.6,9.0,3.0,1.0,30.0,1.0
139,9913,The Skeleton Key,2005-07-29,16057945.0,"[18, 27, 9648, 53]",43000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 69, 'logo_path': None, 'name': 'MFPV Film', 'origin_country': 'DE'}, {'id': 215, 'logo_path': '/tQyeqkCj24krhY2W8qeAztcOS37.png', 'name': 'Double Feature Films', 'origin_country': 'US'}, {'id': 12269, 'logo_path': None, 'name': 'ShadowCatcher Entertainment', 'origin_country': 'US'}, {'id': 12270, 'logo_path': None, 'name': 'Daniel Bobker Productions', 'origin_country': ''}, {'id': 12271, 'logo_path': None, 'name': 'Brick Dust Productions LLC', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",104,,,1.0,0.0,0.0,19.0,233.0,10.0,6.0,6.3,7.2,8.0,8.0,5.8945,7.0,31.0,1.0,18.0,157.0,0.0
140,10707,The Squid and the Whale,2005-10-05,129844.0,"[35, 18]",1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 9118, 'logo_path': '/9o6KLcDBRw3fNItUflJVwj8dZpC.png', 'name': 'Samuel Goldwyn Films', 'origin_country': 'US'}, {'id': 3045, 'logo_path': '/5jNRqXspCmQ3XkHNzuZIbvnHOWw.png', 'name': 'Sony Pictures Releasing', 'origin_country': 'US'}, {'id': 769, 'logo_path': '/j8zjbr6CzgiOj4kdtkTkwjdn0b3.png', 'name': 'Destination Films', 'origin_country': 'US'}, {'id': 2292, 'logo_path': None, 'name': 'Original Media', 'origin_country': 'US'}, {'id': 14406, 'logo_path': None, 'name': 'Ambush Entertainment', 'origin_country': ''}, {'id': 19194, 'logo_path': '/pi73D7m6qBeQ6TtXi5bv5QeEwNK.png', 'name': 'Andrew Lauren Productions', 'origin_country': 'US'}, {'id': 23449, 'logo_path': None, 'name': 'American Empirical Pictures', 'origin_country': 'US'}, {'id': 23359, 'logo_path': None, 'name': 'Peter Newman/Interal', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",81,,,1.0,0.0,0.0,6.0,90.0,8.144,11.0,5.8,7.1,11.0,11.0,5.8,7.1,18.0,1.0,17.0,84.0,0.0
141,8053,The Three Burials of Melquiades Estrada,2005-11-17,23859.0,"[12, 80, 18, 9648, 37]",15000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",['US'],"[{'id': 6896, 'logo_path': '/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png', 'name': 'EuropaCorp', 'origin_country': 'FR'}, {'id': 2322, 'logo_path': None, 'name': 'The Javelina Film Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",121,,,1.0,0.0,0.0,24.0,143.0,9.5,3.0,6.5,6.5,8.0,8.0,7.15,7.6,8.0,1.0,10.0,51.0,0.0
142,11354,The Upside of Anger,2005-03-11,211559.0,"[35, 18]",12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",118,,,1.0,0.0,0.0,19.0,117.0,10.0,13.0,5.3,6.5,13.0,13.0,5.3,6.5,10.0,1.0,1.0,21.0,0.0
143,6963,The Weather Man,2005-10-20,4248465.0,"[35, 18]",20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 11930, 'logo_path': None, 'name': 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG', 'origin_country': ''}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 1423, 'logo_path': '/1rbAwGQzrNvXDICD6HWEn1YqfAV.png', 'name': 'Escape Artists', 'origin_country': 'US'}, {'id': 120667, 'logo_path': None, 'name': 'The Weather Man', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",101,,,1.0,0.0,0.0,22.0,213.0,10.0,7.0,6.0,7.806,1.0,1.0,6.3,6.3,56.0,1.0,35.0,216.0,0.0
144,6961,The Wedding Date,2005-02-04,11129580.0,"[10749, 35]",15000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 29018, 'logo_path': None, 'name': 'Visionview Productions', 'origin_country': 'GB'}, {'id': 12026, 'logo_path': '/l1Y8SRH3EaElU2niZQLT3I8tOFp.png', 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 2157, 'logo_path': None, 'name': '26 Films', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 830, 'logo_path': '/mYga54mrt5n4GUUcJxE6DmR2FKv.png', 'name': 'Senator International', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",88,,,1.0,0.0,0.0,10.0,87.0,10.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,21.0,0.0
